date,API,Main Pollutant,date.sy,API.sy
1/9/2002,157,PM10,1/10/2002,179
1/10/2002,349,PM10,1/11/2002,176
1/11/2002,196,PM10,1/12/2002,199
1/12/2002,190,PM10,1/13/2002,111
1/13/2002,100,SO2,1/14/2002,193
1/14/2002,103,SO2,1/15/2002,126
1/15/2002,160,PM10,1/16/2002,75
1/16/2002,97,PM10,1/17/2002,141
1/17/2002,103,SO2,1/18/2002,296
1/18/2002,123,PM10,1/19/2002,253
1/19/2002,137,PM10,1/20/2002,161
1/20/2002,268,PM10,1/21/2002,121
1/21/2002,52,PM10,1/22/2002,76
1/22/2002,44,--,1/23/2002,110
1/23/2002,66,SO2,1/24/2002,172
1/24/2002,106,SO2,1/25/2002,238
1/25/2002,94,SO2,1/26/2002,168
1/26/2002,96,SO2,1/27/2002,123
1/27/2002,58,SO2,1/28/2002,122
1/28/2002,62,SO2,1/29/2002,128
1/29/2002,56,SO2,1/30/2002,135
1/30/2002,62,PM10,1/31/2002,140
1/31/2002,109,PM10,2/1/2002,134
2/1/2002,96,SO2,2/2/2002,147
2/2/2002,95,SO2,2/3/2002,189
2/3/2002,126,PM10,2/4/2002,116
2/4/2002,161,PM10,2/5/2002,140
2/5/2002,138,PM10,2/6/2002,154
2/6/2002,106,PM10,2/7/2002,196
2/7/2002,99,SO2,2/8/2002,168
2/8/2002,113,PM10,2/9/2002,66
2/9/2002,80,SO2,2/10/2002,105
2/10/2002,90,SO2,2/11/2002,93
2/11/2002,86,PM10,2/12/2002,172
2/12/2002,142,PM10,2/13/2002,142
2/13/2002,93,PM10,2/14/2002,122
2/14/2002,125,PM10,2/15/2002,117
2/15/2002,135,PM10,2/16/2002,110
2/16/2002,138,PM10,2/17/2002,112
2/17/2002,111,PM10,2/18/2002,82
2/18/2002,70,SO2,2/19/2002,121
2/19/2002,101,SO2,2/20/2002,114
2/20/2002,153,PM10,2/21/2002,110
2/21/2002,146,PM10,2/22/2002,145
2/22/2002,97,PM10,2/23/2002,158
2/23/2002,82,SO2,2/24/2002,130
2/24/2002,99,PM10,2/25/2002,83
2/25/2002,131,PM10,2/26/2002,154
2/26/2002,88,PM10,2/27/2002,137
2/27/2002,74,SO2,2/28/2002,195
2/28/2002,96,PM10,3/1/2002,159
3/1/2002,133,PM10,3/2/2002,98
3/2/2002,105,PM10,3/3/2002,98
3/3/2002,86,PM10,3/4/2002,101
3/4/2002,105,PM10,3/5/2002,106
3/5/2002,89,PM10,3/6/2002,95
3/6/2002,70,PM10,3/7/2002,100
3/7/2002,87,PM10,3/8/2002,84
3/8/2002,109,PM10,3/9/2002,122
3/9/2002,161,PM10,3/10/2002,138
3/10/2002,83,PM10,3/11/2002,109
3/11/2002,129,PM10,3/12/2002,184
3/12/2002,107,PM10,3/13/2002,148
3/13/2002,89,PM10,3/14/2002,136
3/14/2002,186,PM10,3/15/2002,111
3/15/2002,108,PM10,3/16/2002,115
3/16/2002,500,PM10,3/17/2002,333
3/17/2002,188,PM10,3/18/2002,196
3/18/2002,102,PM10,3/19/2002,174
3/19/2002,139,PM10,3/20/2002,98
3/20/2002,155,PM10,3/21/2002,398
3/21/2002,500,PM10,3/22/2002,431
3/22/2002,370,PM10,3/23/2002,94
3/23/2002,164,PM10,3/24/2002,107
3/24/2002,105,PM10,3/25/2002,114
3/25/2002,156,PM10,3/26/2002,138
3/26/2002,180,PM10,3/27/2002,142
3/27/2002,105,PM10,3/28/2002,124
3/28/2002,126,PM10,3/29/2002,152
3/29/2002,120,PM10,3/30/2002,104
3/30/2002,122,PM10,3/31/2002,110
3/31/2002,118,PM10,4/1/2002,179
4/1/2002,188,PM10,4/2/2002,451
4/2/2002,260,PM10,4/3/2002,215
4/3/2002,296,PM10,4/4/2002,149
4/4/2002,118,PM10,4/5/2002,113
4/5/2002,132,PM10,4/6/2002,87
4/6/2002,80,PM10,4/7/2002,500
4/7/2002,500,PM10,4/8/2002,500
4/8/2002,500,PM10,4/9/2002,172
4/9/2002,253,PM10,4/10/2002,82
4/10/2002,67,PM10,4/11/2002,82
4/11/2002,110,PM10,4/12/2002,99
4/12/2002,187,PM10,4/13/2002,97
4/13/2002,133,PM10,4/14/2002,135
4/14/2002,246,PM10,4/15/2002,133
4/15/2002,324,PM10,4/16/2002,126
4/16/2002,225,PM10,4/17/2002,387
4/17/2002,120,PM10,4/18/2002,373
4/18/2002,121,PM10,4/19/2002,184
4/19/2002,131,PM10,4/20/2002,129
4/20/2002,148,PM10,4/21/2002,83
4/21/2002,174,PM10,4/22/2002,73
4/22/2002,106,PM10,4/23/2002,53
4/23/2002,32,--,4/24/2002,90
4/24/2002,86,PM10,4/25/2002,90
4/25/2002,92,PM10,4/26/2002,100
4/26/2002,117,PM10,4/27/2002,102
4/27/2002,110,PM10,4/28/2002,118
4/28/2002,90,PM10,4/29/2002,73
4/29/2002,86,PM10,4/30/2002,115
4/30/2002,106,PM10,5/1/2002,107
5/1/2002,84,PM10,5/2/2002,102
5/2/2002,76,PM10,5/3/2002,72
5/3/2002,92,PM10,5/4/2002,84
5/4/2002,85,PM10,5/5/2002,94
5/5/2002,79,PM10,5/6/2002,72
5/6/2002,72,PM10,5/7/2002,136
5/7/2002,92,PM10,5/8/2002,102
5/8/2002,99,PM10,5/9/2002,102
5/9/2002,105,PM10,5/10/2002,133
5/10/2002,105,PM10,5/11/2002,125
5/11/2002,78,PM10,5/12/2002,74
5/12/2002,125,PM10,5/13/2002,87
5/13/2002,113,PM10,5/14/2002,121
5/14/2002,90,PM10,5/15/2002,122
5/15/2002,89,PM10,5/16/2002,96
5/16/2002,99,PM10,5/17/2002,76
5/17/2002,94,PM10,5/18/2002,96
5/18/2002,109,PM10,5/19/2002,120
5/19/2002,105,PM10,5/20/2002,100
5/20/2002,115,PM10,5/21/2002,125
5/21/2002,110,PM10,5/22/2002,100
5/22/2002,54,PM10,5/23/2002,73
5/23/2002,76,PM10,5/24/2002,100
5/24/2002,83,PM10,5/25/2002,82
5/25/2002,75,PM10,5/26/2002,79
5/26/2002,89,PM10,5/27/2002,94
5/27/2002,97,PM10,5/28/2002,106
5/28/2002,113,PM10,5/29/2002,118
5/29/2002,106,PM10,5/30/2002,84
5/30/2002,86,PM10,5/31/2002,86
5/31/2002,108,PM10,6/1/2002,89
6/1/2002,115,PM10,6/2/2002,97
6/2/2002,106,PM10,6/3/2002,112
6/3/2002,99,PM10,6/4/2002,86
6/4/2002,151,PM10,6/5/2002,108
6/5/2002,118,PM10,6/6/2002,90
6/6/2002,139,PM10,6/7/2002,89
6/7/2002,161,PM10,6/8/2002,85
6/8/2002,77,PM10,6/9/2002,91
6/9/2002,72,PM10,6/10/2002,73
6/10/2002,36,--,6/11/2002,76
6/11/2002,81,PM10,6/12/2002,69
6/12/2002,67,PM10,6/13/2002,53
6/13/2002,56,PM10,6/14/2002,56
6/14/2002,73,PM10,6/15/2002,94
6/15/2002,75,PM10,6/16/2002,93
6/16/2002,80,PM10,6/17/2002,90
6/17/2002,122,PM10,6/18/2002,98
6/18/2002,141,PM10,6/19/2002,93
6/19/2002,142,PM10,6/20/2002,62
6/20/2002,77,PM10,6/21/2002,77
6/21/2002,68,PM10,6/22/2002,59
6/22/2002,77,PM10,6/23/2002,87
6/23/2002,50,--,6/24/2002,74
6/24/2002,51,PM10,6/25/2002,86
6/25/2002,40,--,6/26/2002,100
6/26/2002,46,--,6/27/2002,90
6/27/2002,65,PM10,6/28/2002,87
6/28/2002,110,PM10,6/29/2002,85
6/29/2002,104,PM10,6/30/2002,90
6/30/2002,85,PM10,7/1/2002,94
7/1/2002,126,PM10,7/2/2002,87
7/2/2002,88,PM10,7/3/2002,99
7/3/2002,112,PM10,7/4/2002,106
7/4/2002,108,PM10,7/5/2002,97
7/5/2002,98,PM10,7/6/2002,89
7/6/2002,88,PM10,7/7/2002,68
7/7/2002,68,PM10,7/8/2002,66
7/8/2002,87,PM10,7/9/2002,71
7/9/2002,83,PM10,7/10/2002,85
7/10/2002,87,PM10,7/11/2002,89
7/11/2002,127,PM10,7/12/2002,98
7/12/2002,111,PM10,7/13/2002,84
7/13/2002,108,PM10,7/14/2002,77
7/14/2002,91,PM10,7/15/2002,78
7/15/2002,89,PM10,7/16/2002,71
7/16/2002,75,PM10,7/17/2002,93
7/17/2002,88,PM10,7/18/2002,100
7/18/2002,76,PM10,7/19/2002,99
7/19/2002,62,PM10,7/20/2002,82
7/20/2002,55,PM10,7/21/2002,113
7/21/2002,66,PM10,7/22/2002,100
7/22/2002,67,PM10,7/23/2002,94
7/23/2002,62,PM10,7/24/2002,81
7/24/2002,113,PM10,7/25/2002,93
7/25/2002,81,PM10,7/26/2002,93
7/26/2002,66,PM10,7/27/2002,91
7/27/2002,86,PM10,7/28/2002,100
7/28/2002,47,--,7/29/2002,81
7/29/2002,44,--,7/30/2002,78
7/30/2002,79,PM10,7/31/2002,98
7/31/2002,137,PM10,8/1/2002,110
8/1/2002,160,PM10,8/2/2002,122
8/2/2002,89,PM10,8/3/2002,110
8/3/2002,96,PM10,8/4/2002,72
8/4/2002,63,PM10,8/5/2002,57
8/5/2002,53,PM10,8/6/2002,68
8/6/2002,50,--,8/7/2002,50
8/7/2002,44,--,8/8/2002,54
8/8/2002,74,PM10,8/9/2002,55
8/9/2002,64,PM10,8/10/2002,69
8/10/2002,72,PM10,8/11/2002,79
8/11/2002,94,PM10,8/12/2002,83
8/12/2002,71,PM10,8/13/2002,97
8/13/2002,124,PM10,8/14/2002,90
8/14/2002,129,PM10,8/15/2002,93
8/15/2002,155,PM10,8/16/2002,161
8/16/2002,156,PM10,8/17/2002,152
8/17/2002,125,PM10,8/18/2002,88
8/18/2002,130,PM10,8/19/2002,59
8/19/2002,66,PM10,8/20/2002,74
8/20/2002,91,PM10,8/21/2002,110
8/21/2002,114,PM10,8/22/2002,107
8/22/2002,112,PM10,8/23/2002,69
8/23/2002,102,PM10,8/24/2002,69
8/24/2002,72,PM10,8/25/2002,91
8/25/2002,76,PM10,8/26/2002,105
8/26/2002,77,PM10,8/27/2002,105
8/27/2002,86,PM10,8/28/2002,128
8/28/2002,92,PM10,8/29/2002,97
8/29/2002,108,PM10,8/30/2002,119
8/30/2002,100,PM10,8/31/2002,130
8/31/2002,122,PM10,9/1/2002,142
9/1/2002,164,PM10,9/2/2002,154
9/2/2002,111,PM10,9/3/2002,85
9/3/2002,52,PM10,9/4/2002,84
9/4/2002,70,PM10,9/5/2002,100
9/5/2002,59,PM10,9/6/2002,104
9/6/2002,82,PM10,9/7/2002,100
9/7/2002,96,PM10,9/8/2002,78
9/8/2002,92,PM10,9/9/2002,72
9/9/2002,124,PM10,9/10/2002,144
9/10/2002,98,PM10,9/11/2002,114
9/11/2002,45,--,9/12/2002,133
9/12/2002,37,--,9/13/2002,145
9/13/2002,81,PM10,9/14/2002,118
9/14/2002,90,PM10,9/15/2002,111
9/15/2002,98,PM10,9/16/2002,113
9/16/2002,97,PM10,9/17/2002,99
9/17/2002,111,PM10,9/18/2002,94
9/18/2002,125,PM10,9/19/2002,66
9/19/2002,83,PM10,9/20/2002,79
9/20/2002,41,--,9/21/2002,99
9/21/2002,87,PM10,9/22/2002,92
9/22/2002,56,PM10,9/23/2002,100
9/23/2002,72,PM10,9/24/2002,97
9/24/2002,105,PM10,9/25/2002,97
9/25/2002,182,PM10,9/26/2002,77
9/26/2002,183,PM10,9/27/2002,88
9/27/2002,70,PM10,9/28/2002,90
9/28/2002,44,--,9/29/2002,161
9/29/2002,62,PM10,9/30/2002,117
9/30/2002,100,PM10,10/1/2002,67
10/1/2002,121,PM10,10/2/2002,68
10/2/2002,62,PM10,10/3/2002,56
10/3/2002,70,PM10,10/4/2002,78
10/4/2002,99,PM10,10/5/2002,78
10/5/2002,89,PM10,10/6/2002,81
10/6/2002,52,PM10,10/7/2002,58
10/7/2002,37,--,10/8/2002,94
10/8/2002,64,PM10,10/9/2002,90
10/9/2002,135,PM10,10/10/2002,88
10/10/2002,232,PM10,10/11/2002,81
10/11/2002,365,PM10,10/12/2002,89
10/12/2002,198,PM10,10/13/2002,88
10/13/2002,53,PM10,10/14/2002,79
10/14/2002,121,PM10,10/15/2002,48
10/15/2002,83,PM10,10/16/2002,84
10/16/2002,100,PM10,10/17/2002,119
10/17/2002,169,PM10,10/18/2002,40
10/18/2002,75,PM10,10/19/2002,57
10/19/2002,29,--,10/20/2002,66
10/20/2002,72,PM10,10/21/2002,63
10/21/2002,51,PM10,10/22/2002,76
10/22/2002,50,--,10/23/2002,90
10/23/2002,95,PM10,10/24/2002,57
10/24/2002,88,PM10,10/25/2002,61
10/25/2002,63,PM10,10/26/2002,83
10/26/2002,59,PM10,10/27/2002,61
10/27/2002,30,--,10/28/2002,64
10/28/2002,48,--,10/29/2002,92
10/29/2002,109,PM10,10/30/2002,98
10/30/2002,146,PM10,10/31/2002,147
10/31/2002,76,PM10,11/1/2002,68
11/1/2002,33,--,11/2/2002,86
11/2/2002,52,PM10,11/3/2002,70
11/3/2002,54,PM10,11/4/2002,81
11/4/2002,70,PM10,11/5/2002,95
11/5/2002,107,PM10,11/6/2002,161
11/6/2002,96,PM10,11/7/2002,135
11/7/2002,76,PM10,11/8/2002,69
11/8/2002,37,--,11/9/2002,94
11/9/2002,94,PM10,11/10/2002,99
11/10/2002,182,PM10,11/11/2002,246
11/11/2002,452,PM10,11/12/2002,95
11/12/2002,66,PM10,11/13/2002,77
11/13/2002,56,PM10,11/14/2002,94
11/14/2002,80,PM10,11/15/2002,91
11/15/2002,85,PM10,11/16/2002,117
11/16/2002,104,PM10,11/17/2002,97
11/17/2002,43,--,11/18/2002,79
11/18/2002,52,SO2,11/19/2002,97
11/19/2002,115,PM10,11/20/2002,105
11/20/2002,143,PM10,11/21/2002,102
11/21/2002,75,PM10,11/22/2002,118
11/22/2002,110,PM10,11/23/2002,89
11/23/2002,134,PM10,11/24/2002,98
11/24/2002,129,PM10,11/25/2002,181
11/25/2002,153,PM10,11/26/2002,92
11/26/2002,54,SO2,11/27/2002,159
11/27/2002,114,PM10,11/28/2002,96
11/28/2002,145,PM10,11/29/2002,155
11/29/2002,87,PM10,11/30/2002,106
11/30/2002,138,PM10,12/1/2002,149
12/1/2002,198,PM10,12/2/2002,295
12/2/2002,273,PM10,12/3/2002,100
12/3/2002,395,PM10,12/4/2002,85
12/4/2002,498,PM10,12/5/2002,88
12/5/2002,97,PM10,12/6/2002,135
12/6/2002,112,PM10,12/7/2002,74
12/7/2002,97,PM10,12/8/2002,65
12/8/2002,86,PM10,12/9/2002,80
12/9/2002,97,PM10,12/10/2002,67
12/10/2002,99,PM10,12/11/2002,93
12/11/2002,181,PM10,12/12/2002,85
12/12/2002,151,PM10,12/13/2002,130
12/13/2002,135,PM10,12/14/2002,97
12/14/2002,193,PM10,12/15/2002,98
12/15/2002,153,PM10,12/16/2002,89
12/16/2002,95,SO2,12/17/2002,118
12/17/2002,91,PM10,12/18/2002,76
12/18/2002,137,PM10,12/19/2002,148
12/19/2002,98,PM10,12/20/2002,167
12/20/2002,77,SO2,12/21/2002,124
12/21/2002,95,SO2,12/22/2002,111
12/22/2002,96,SO2,12/23/2002,99
12/23/2002,83,SO2,12/24/2002,98
12/24/2002,71,SO2,12/25/2002,100
12/25/2002,53,SO2,12/26/2002,189
12/26/2002,69,SO2,12/27/2002,141
12/27/2002,75,SO2,12/28/2002,99
12/28/2002,106,SO2,12/29/2002,142
12/29/2002,90,SO2,12/30/2002,159
12/30/2002,106,SO2,12/31/2002,180
12/31/2002,64,PM10,1/1/2003,174
1/1/2003,105,SO2,1/2/2003,133
1/2/2003,100,SO2,1/3/2003,99
1/3/2003,69,PM10,1/4/2003,85
1/4/2003,55,SO2,1/5/2003,91
1/5/2003,65,SO2,1/6/2003,141
1/6/2003,112,SO2,1/7/2003,215
1/7/2003,83,SO2,1/8/2003,131
1/8/2003,131,PM10,1/9/2003,100
1/9/2003,151,PM10,1/10/2003,184
1/10/2003,93,SO2,1/11/2003,99
1/11/2003,97,SO2,1/12/2003,99
1/12/2003,104,SO2,1/13/2003,115
1/13/2003,92,SO2,1/14/2003,90
1/14/2003,53,SO2,1/15/2003,99
1/15/2003,105,SO2,1/16/2003,88
1/16/2003,159,PM10,1/17/2003,95
1/17/2003,106,PM10,1/18/2003,130
1/18/2003,89,PM10,1/19/2003,100
1/19/2003,88,SO2,1/20/2003,95
1/20/2003,87,SO2,1/21/2003,97
1/21/2003,99,SO2,1/22/2003,98
1/22/2003,117,PM10,1/23/2003,88
1/23/2003,72,SO2,1/24/2003,157
1/24/2003,109,PM10,1/25/2003,172
1/25/2003,91,PM10,1/26/2003,99
1/26/2003,100,SO2,1/27/2003,71
1/27/2003,48,--,1/28/2003,98
1/28/2003,58,SO2,1/29/2003,81
1/29/2003,65,SO2,1/30/2003,114
1/30/2003,105,SO2,1/31/2003,98
1/31/2003,87,SO2,2/1/2003,173
2/1/2003,148,PM10,2/2/2003,160
2/2/2003,109,PM10,2/3/2003,171
2/3/2003,96,SO2,2/4/2003,148
2/4/2003,87,SO2,2/5/2003,93
2/5/2003,56,SO2,2/6/2003,83
2/6/2003,105,SO2,2/7/2003,90
2/7/2003,126,PM10,2/8/2003,142
2/8/2003,164,PM10,2/9/2003,127
2/9/2003,113,PM10,2/10/2003,100
2/10/2003,54,SO2,2/11/2003,69
2/11/2003,47,--,2/12/2003,82
2/12/2003,93,SO2,2/13/2003,93
2/13/2003,83,SO2,2/14/2003,98
2/14/2003,91,SO2,2/15/2003,99
2/15/2003,135,PM10,2/16/2003,96
2/16/2003,65,SO2,2/17/2003,130
2/17/2003,100,PM10,2/18/2003,140
2/18/2003,147,PM10,2/19/2003,97
2/19/2003,56,SO2,2/20/2003,98
2/20/2003,89,PM10,2/21/2003,85
2/21/2003,107,PM10,2/22/2003,99
2/22/2003,99,PM10,2/23/2003,100
2/23/2003,124,PM10,2/24/2003,100
2/24/2003,152,PM10,2/25/2003,119
2/25/2003,115,PM10,2/26/2003,99
2/26/2003,87,PM10,2/27/2003,95
2/27/2003,76,PM10,2/28/2003,100
2/28/2003,93,PM10,3/1/2003,133
3/1/2003,172,PM10,3/2/2003,98
3/2/2003,235,PM10,3/3/2003,84
3/3/2003,65,PM10,3/4/2003,92
3/4/2003,55,SO2,3/5/2003,135
3/5/2003,93,PM10,3/6/2003,95
3/6/2003,96,PM10,3/7/2003,141
3/7/2003,127,PM10,3/8/2003,83
3/8/2003,71,SO2,3/9/2003,96
3/9/2003,88,PM10,3/10/2003,143
3/10/2003,81,PM10,3/11/2003,97
3/11/2003,115,PM10,3/12/2003,95
3/12/2003,54,SO2,3/13/2003,65
3/13/2003,94,PM10,3/14/2003,99
3/14/2003,92,PM10,3/15/2003,97
3/15/2003,98,PM10,3/16/2003,90
3/16/2003,90,PM10,3/17/2003,72
3/17/2003,73,PM10,3/18/2003,88
3/18/2003,69,SO2,3/19/2003,100
3/19/2003,156,PM10,3/20/2003,120
3/20/2003,93,PM10,3/21/2003,117
3/21/2003,37,--,3/22/2003,142
3/22/2003,92,PM10,3/23/2003,99
3/23/2003,114,PM10,3/24/2003,100
3/24/2003,124,PM10,3/25/2003,111
3/25/2003,108,PM10,3/26/2003,85
3/26/2003,106,PM10,3/27/2003,163
3/27/2003,39,--,3/28/2003,97
3/28/2003,66,PM10,3/29/2003,91
3/29/2003,126,PM10,3/30/2003,91
3/30/2003,282,PM10,3/31/2003,122
3/31/2003,136,PM10,4/1/2003,86
4/1/2003,92,PM10,4/2/2003,97
4/2/2003,54,PM10,4/3/2003,85
4/3/2003,81,PM10,4/4/2003,88
4/4/2003,89,PM10,4/5/2003,122
4/5/2003,115,PM10,4/6/2003,99
4/6/2003,108,PM10,4/7/2003,98
4/7/2003,100,PM10,4/8/2003,98
4/8/2003,55,PM10,4/9/2003,94
4/9/2003,75,PM10,4/10/2003,121
4/10/2003,88,PM10,4/11/2003,73
4/11/2003,94,PM10,4/12/2003,95
4/12/2003,143,PM10,4/13/2003,155
4/13/2003,62,PM10,4/14/2003,99
4/14/2003,138,PM10,4/15/2003,174
4/15/2003,187,PM10,4/16/2003,137
4/16/2003,157,PM10,4/17/2003,94
4/17/2003,154,PM10,4/18/2003,98
4/18/2003,56,PM10,4/19/2003,60
4/19/2003,54,PM10,4/20/2003,59
4/20/2003,57,PM10,4/21/2003,92
4/21/2003,46,--,4/22/2003,85
4/22/2003,82,PM10,4/23/2003,73
4/23/2003,120,PM10,4/24/2003,108
4/24/2003,179,PM10,4/25/2003,170
4/25/2003,138,PM10,4/26/2003,139
4/26/2003,147,PM10,4/27/2003,100
4/27/2003,105,PM10,4/28/2003,105
4/28/2003,147,PM10,4/29/2003,79
4/29/2003,106,PM10,4/30/2003,183
4/30/2003,95,PM10,5/1/2003,89
5/1/2003,107,PM10,5/2/2003,98
5/2/2003,102,PM10,5/3/2003,93
5/3/2003,120,PM10,5/4/2003,95
5/4/2003,117,PM10,5/5/2003,118
5/5/2003,87,PM10,5/6/2003,123
5/6/2003,71,PM10,5/7/2003,95
5/7/2003,58,PM10,5/8/2003,91
5/8/2003,95,PM10,5/9/2003,87
5/9/2003,117,PM10,5/10/2003,93
5/10/2003,142,PM10,5/11/2003,95
5/11/2003,104,PM10,5/12/2003,89
5/12/2003,124,PM10,5/13/2003,96
5/13/2003,100,PM10,5/14/2003,95
5/14/2003,82,PM10,5/15/2003,85
5/15/2003,77,PM10,5/16/2003,98
5/16/2003,70,PM10,5/17/2003,97
5/17/2003,34,--,5/18/2003,86
5/18/2003,60,PM10,5/19/2003,85
5/19/2003,83,PM10,5/20/2003,126
5/20/2003,107,PM10,5/21/2003,198
5/21/2003,126,PM10,5/22/2003,140
5/22/2003,93,PM10,5/23/2003,96
5/23/2003,100,PM10,5/24/2003,94
5/24/2003,96,PM10,5/25/2003,91
5/25/2003,87,PM10,5/26/2003,88
5/26/2003,116,PM10,5/27/2003,99
5/27/2003,111,PM10,5/28/2003,86
5/28/2003,90,PM10,5/29/2003,67
5/29/2003,68,PM10,5/30/2003,87
5/30/2003,96,PM10,5/31/2003,97
5/31/2003,86,PM10,6/1/2003,94
6/1/2003,131,PM10,6/2/2003,97
6/2/2003,110,PM10,6/3/2003,88
6/3/2003,119,PM10,6/4/2003,99
6/4/2003,126,PM10,6/5/2003,88
6/5/2003,67,PM10,6/6/2003,81
6/6/2003,86,PM10,6/7/2003,86
6/7/2003,81,PM10,6/8/2003,82
6/8/2003,104,PM10,6/9/2003,62
6/9/2003,71,PM10,6/10/2003,65
6/10/2003,35,--,6/11/2003,80
6/11/2003,57,PM10,6/12/2003,77
6/12/2003,56,PM10,6/13/2003,72
6/13/2003,57,PM10,6/14/2003,67
6/14/2003,40,--,6/15/2003,67
6/15/2003,72,PM10,6/16/2003,91
6/16/2003,96,PM10,6/17/2003,82
6/17/2003,137,PM10,6/18/2003,90
6/18/2003,180,PM10,6/19/2003,93
6/19/2003,171,PM10,6/20/2003,93
6/20/2003,167,PM10,6/21/2003,95
6/21/2003,173,PM10,6/22/2003,85
6/22/2003,124,PM10,6/23/2003,89
6/23/2003,79,PM10,6/24/2003,48
6/24/2003,29,--,6/25/2003,59
6/25/2003,76,PM10,6/26/2003,96
6/26/2003,96,PM10,6/27/2003,72
6/27/2003,89,PM10,6/28/2003,90
6/28/2003,67,PM10,6/29/2003,68
6/29/2003,51,PM10,6/30/2003,71
6/30/2003,92,PM10,7/1/2003,100
7/1/2003,94,PM10,7/2/2003,92
7/2/2003,100,PM10,7/3/2003,86
7/3/2003,129,PM10,7/4/2003,68
7/4/2003,128,PM10,7/5/2003,69
7/5/2003,44,--,7/6/2003,91
7/6/2003,64,PM10,7/7/2003,95
7/7/2003,59,PM10,7/8/2003,76
7/8/2003,75,PM10,7/9/2003,64
7/9/2003,41,--,7/10/2003,82
7/10/2003,85,PM10,7/11/2003,91
7/11/2003,91,PM10,7/12/2003,94
7/12/2003,125,PM10,7/13/2003,84
7/13/2003,108,PM10,7/14/2003,88
7/14/2003,116,PM10,7/15/2003,92
7/15/2003,135,PM10,7/16/2003,100
7/16/2003,111,PM10,7/17/2003,92
7/17/2003,95,PM10,7/18/2003,90
7/18/2003,79,PM10,7/19/2003,56
7/19/2003,75,PM10,7/20/2003,90
7/20/2003,104,PM10,7/21/2003,91
7/21/2003,82,PM10,7/22/2003,99
7/22/2003,80,PM10,7/23/2003,75
7/23/2003,99,PM10,7/24/2003,97
7/24/2003,110,PM10,7/25/2003,75
7/25/2003,96,PM10,7/26/2003,75
7/26/2003,163,PM10,7/27/2003,52
7/27/2003,126,PM10,7/28/2003,39
7/28/2003,69,PM10,7/29/2003,82
7/29/2003,98,PM10,7/30/2003,92
7/30/2003,68,PM10,7/31/2003,93
7/31/2003,75,PM10,8/1/2003,61
8/1/2003,109,PM10,8/2/2003,66
8/2/2003,75,PM10,8/3/2003,77
8/3/2003,102,PM10,8/4/2003,97
8/4/2003,115,PM10,8/5/2003,91
8/5/2003,110,PM10,8/6/2003,65
8/6/2003,93,PM10,8/7/2003,44
8/7/2003,80,PM10,8/8/2003,81
8/8/2003,65,PM10,8/9/2003,80
8/9/2003,64,PM10,8/10/2003,47
8/10/2003,64,PM10,8/11/2003,81
8/11/2003,58,PM10,8/12/2003,83
8/12/2003,79,PM10,8/13/2003,92
8/13/2003,123,PM10,8/14/2003,94
8/14/2003,87,PM10,8/15/2003,92
8/15/2003,88,PM10,8/16/2003,78
8/16/2003,89,PM10,8/17/2003,68
8/17/2003,86,PM10,8/18/2003,65
8/18/2003,91,PM10,8/19/2003,68
8/19/2003,132,PM10,8/20/2003,89
8/20/2003,85,PM10,8/21/2003,92
8/21/2003,96,PM10,8/22/2003,60
8/22/2003,90,PM10,8/23/2003,72
8/23/2003,78,PM10,8/24/2003,60
8/24/2003,79,PM10,8/25/2003,75
