date,API,Main Pollutant,date.sy,API.sy
8/25/2003,76,PM10,8/26/2003,94
8/26/2003,84,PM10,8/27/2003,87
8/27/2003,88,PM10,8/28/2003,59
8/28/2003,57,PM10,8/29/2003,48
8/29/2003,44,--,8/30/2003,79
8/30/2003,78,PM10,8/31/2003,87
8/31/2003,95,PM10,9/1/2003,95
9/1/2003,93,PM10,9/2/2003,80
9/2/2003,86,PM10,9/3/2003,72
9/3/2003,108,PM10,9/4/2003,81
9/4/2003,124,PM10,9/5/2003,67
9/5/2003,70,PM10,9/6/2003,63
9/6/2003,113,PM10,9/7/2003,89
9/7/2003,82,PM10,9/8/2003,85
9/8/2003,111,PM10,9/9/2003,92
9/9/2003,59,PM10,9/10/2003,79
9/10/2003,60,PM10,9/11/2003,68
9/11/2003,89,PM10,9/12/2003,99
9/12/2003,132,PM10,9/13/2003,97
9/13/2003,133,PM10,9/14/2003,64
9/14/2003,112,PM10,9/15/2003,83
9/15/2003,69,PM10,9/16/2003,91
9/16/2003,132,PM10,9/17/2003,93
9/17/2003,75,PM10,9/18/2003,64
9/18/2003,37,--,9/19/2003,58
9/19/2003,37,--,9/20/2003,84
9/20/2003,79,PM10,9/21/2003,92
9/21/2003,89,PM10,9/22/2003,97
9/22/2003,121,PM10,9/23/2003,65
9/23/2003,74,PM10,9/24/2003,62
9/24/2003,88,PM10,9/25/2003,63
9/25/2003,100,PM10,9/26/2003,79
9/26/2003,66,PM10,9/27/2003,81
9/27/2003,32,--,9/28/2003,100
9/28/2003,73,PM10,9/29/2003,98
9/29/2003,92,PM10,9/30/2003,100
9/30/2003,57,PM10,10/1/2003,64
10/1/2003,67,PM10,10/2/2003,48
10/2/2003,34,--,10/3/2003,41
10/3/2003,45,--,10/4/2003,76
10/4/2003,79,PM10,10/5/2003,93
10/5/2003,115,PM10,10/6/2003,98
10/6/2003,153,PM10,10/7/2003,66
10/7/2003,127,PM10,10/8/2003,69
10/8/2003,116,PM10,10/9/2003,63
10/9/2003,152,PM10,10/10/2003,79
10/10/2003,130,PM10,10/11/2003,41
10/11/2003,24,--,10/12/2003,23
10/12/2003,17,--,10/13/2003,67
10/13/2003,60,PM10,10/14/2003,97
10/14/2003,56,PM10,10/15/2003,66
10/15/2003,51,PM10,10/16/2003,69
10/16/2003,56,PM10,10/17/2003,82
10/17/2003,80,PM10,10/18/2003,60
10/18/2003,56,PM10,10/19/2003,75
10/19/2003,98,PM10,10/20/2003,93
10/20/2003,145,PM10,10/21/2003,83
10/21/2003,121,PM10,10/22/2003,63
10/22/2003,41,--,10/23/2003,53
10/23/2003,86,PM10,10/24/2003,89
10/24/2003,121,PM10,10/25/2003,76
10/25/2003,69,PM10,10/26/2003,85
10/26/2003,116,PM10,10/27/2003,95
10/27/2003,165,PM10,10/28/2003,54
10/28/2003,80,PM10,10/29/2003,94
10/29/2003,120,PM10,10/30/2003,99
10/30/2003,171,PM10,10/31/2003,117
10/31/2003,289,PM10,11/1/2003,92
11/1/2003,500,PM10,11/2/2003,75
11/2/2003,181,PM10,11/3/2003,58
11/3/2003,28,--,11/4/2003,67
11/4/2003,92,PM10,11/5/2003,64
11/5/2003,146,PM10,11/6/2003,62
11/6/2003,44,--,11/7/2003,46
11/7/2003,22,--,11/8/2003,69
11/8/2003,25,--,11/9/2003,99
11/9/2003,51,PM10,11/10/2003,123
11/10/2003,74,PM10,11/11/2003,98
11/11/2003,51,PM10,11/12/2003,98
11/12/2003,106,PM10,11/13/2003,140
11/13/2003,149,PM10,11/14/2003,89
11/14/2003,213,PM10,11/15/2003,94
11/15/2003,130,PM10,11/16/2003,97
11/16/2003,32,--,11/17/2003,96
11/17/2003,116,PM10,11/18/2003,84
11/18/2003,162,PM10,11/19/2003,130
11/19/2003,173,PM10,11/20/2003,132
11/20/2003,118,PM10,11/21/2003,72
11/21/2003,20,--,11/22/2003,64
11/22/2003,85,PM10,11/23/2003,96
11/23/2003,161,PM10,11/24/2003,82
11/24/2003,186,PM10,11/25/2003,69
11/25/2003,147,PM10,11/26/2003,76
11/26/2003,57,PM10,11/27/2003,100
11/27/2003,88,PM10,11/28/2003,299
11/28/2003,107,PM10,11/29/2003,146
11/29/2003,159,PM10,11/30/2003,96
11/30/2003,147,PM10,12/1/2003,158
12/1/2003,153,PM10,12/2/2003,97
12/2/2003,135,PM10,12/3/2003,99
12/3/2003,99,PM10,12/4/2003,95
12/4/2003,92,PM10,12/5/2003,112
12/5/2003,109,PM10,12/6/2003,92
12/6/2003,99,PM10,12/7/2003,96
12/7/2003,57,SO2,12/8/2003,77
12/8/2003,64,PM10,12/9/2003,118
12/9/2003,79,SO2,12/10/2003,191
12/10/2003,143,PM10,12/11/2003,169
12/11/2003,93,PM10,12/12/2003,86
12/12/2003,52,SO2,12/13/2003,96
12/13/2003,95,SO2,12/14/2003,100
12/14/2003,141,PM10,12/15/2003,92
12/15/2003,59,SO2,12/16/2003,137
12/16/2003,109,PM10,12/17/2003,87
12/17/2003,58,PM10,12/18/2003,131
12/18/2003,60,SO2,12/19/2003,76
12/19/2003,52,PM10,12/20/2003,142
12/20/2003,71,SO2,12/21/2003,132
12/21/2003,110,PM10,12/22/2003,129
12/22/2003,107,PM10,12/23/2003,194
12/23/2003,114,PM10,12/24/2003,170
12/24/2003,98,PM10,12/25/2003,249
12/25/2003,96,PM10,12/26/2003,96
12/26/2003,48,--,12/27/2003,112
12/27/2003,89,SO2,12/28/2003,85
12/28/2003,130,PM10,12/29/2003,96
12/29/2003,90,PM10,12/30/2003,132
12/30/2003,106,PM10,12/31/2003,87
12/31/2003,111,PM10,1/1/2004,108
1/1/2004,128,PM10,1/2/2004,99
1/2/2004,83,SO2,1/3/2004,118
1/3/2004,60,SO2,1/4/2004,99
1/4/2004,109,PM10,1/5/2004,197
1/5/2004,137,PM10,1/6/2004,194
1/6/2004,147,PM10,1/7/2004,148
1/7/2004,99,SO2,1/8/2004,94
1/8/2004,73,SO2,1/9/2004,82
1/9/2004,126,PM10,1/10/2004,72
1/10/2004,73,SO2,1/11/2004,99
1/11/2004,72,SO2,1/12/2004,95
1/12/2004,87,PM10,1/13/2004,97
1/13/2004,85,SO2,1/14/2004,155
1/14/2004,115,PM10,1/15/2004,142
1/15/2004,121,PM10,1/16/2004,93
1/16/2004,97,SO2,1/17/2004,99
1/17/2004,109,SO2,1/18/2004,91
1/18/2004,74,SO2,1/19/2004,123
1/19/2004,52,SO2,1/20/2004,53
1/20/2004,49,--,1/21/2004,64
1/21/2004,41,--,1/22/2004,99
1/22/2004,64,SO2,1/23/2004,86
1/23/2004,80,SO2,1/24/2004,71
1/24/2004,38,--,1/25/2004,89
1/25/2004,58,SO2,1/26/2004,115
1/26/2004,106,SO2,1/27/2004,118
1/27/2004,57,SO2,1/28/2004,89
1/28/2004,106,SO2,1/29/2004,99
1/29/2004,111,SO2,1/30/2004,130
1/30/2004,82,PM10,1/31/2004,151
1/31/2004,118,PM10,2/1/2004,166
2/1/2004,109,PM10,2/2/2004,73
2/2/2004,53,PM10,2/3/2004,63
2/3/2004,50,--,2/4/2004,100
2/4/2004,59,PM10,2/5/2004,62
2/5/2004,50,--,2/6/2004,98
2/6/2004,56,PM10,2/7/2004,90
2/7/2004,68,SO2,2/8/2004,67
2/8/2004,52,SO2,2/9/2004,96
2/9/2004,68,PM10,2/10/2004,78
2/10/2004,130,PM10,2/11/2004,86
2/11/2004,95,SO2,2/12/2004,136
2/12/2004,103,SO2,2/13/2004,94
2/13/2004,124,PM10,2/14/2004,77
2/14/2004,95,PM10,2/15/2004,98
2/15/2004,92,PM10,2/16/2004,80
2/16/2004,95,PM10,2/17/2004,87
2/17/2004,135,PM10,2/18/2004,95
2/18/2004,242,PM10,2/19/2004,162
2/19/2004,451,PM10,2/20/2004,169
2/20/2004,140,PM10,2/21/2004,98
2/21/2004,109,PM10,2/22/2004,71
2/22/2004,42,--,2/23/2004,90
2/23/2004,88,PM10,2/24/2004,94
2/24/2004,164,PM10,2/25/2004,80
2/25/2004,145,PM10,2/26/2004,80
2/26/2004,46,--,2/27/2004,81
2/27/2004,85,PM10,2/28/2004,87
2/28/2004,125,PM10,2/29/2004,89
2/29/2004,54,PM10,3/1/2004,51
3/1/2004,83,PM10,3/2/2004,59
3/2/2004,73,PM10,3/3/2004,85
3/3/2004,60,PM10,3/4/2004,91
3/4/2004,85,PM10,3/5/2004,89
3/5/2004,73,PM10,3/6/2004,58
3/6/2004,51,PM10,3/7/2004,93
3/7/2004,56,SO2,3/8/2004,100
3/8/2004,108,PM10,3/9/2004,160
3/9/2004,179,PM10,3/10/2004,175
3/10/2004,446,PM10,3/11/2004,500
3/11/2004,84,PM10,3/12/2004,153
3/12/2004,146,PM10,3/13/2004,98
3/13/2004,104,PM10,3/14/2004,99
3/14/2004,87,PM10,3/15/2004,99
3/15/2004,143,PM10,3/16/2004,97
3/16/2004,206,PM10,3/17/2004,77
3/17/2004,77,PM10,3/18/2004,121
3/18/2004,57,PM10,3/19/2004,93
3/19/2004,114,PM10,3/20/2004,105
3/20/2004,87,PM10,3/21/2004,119
3/21/2004,92,PM10,3/22/2004,97
3/22/2004,165,PM10,3/23/2004,99
3/23/2004,104,PM10,3/24/2004,94
3/24/2004,33,--,3/25/2004,99
3/25/2004,88,PM10,3/26/2004,130
3/26/2004,137,PM10,3/27/2004,100
3/27/2004,151,PM10,3/28/2004,96
3/28/2004,338,PM10,3/29/2004,144
3/29/2004,239,PM10,3/30/2004,164
3/30/2004,139,PM10,3/31/2004,88
3/31/2004,79,PM10,4/1/2004,88
4/1/2004,123,PM10,4/2/2004,62
4/2/2004,64,PM10,4/3/2004,83
4/3/2004,51,PM10,4/4/2004,80
4/4/2004,91,PM10,4/5/2004,107
4/5/2004,133,PM10,4/6/2004,76
4/6/2004,93,PM10,4/7/2004,81
4/7/2004,39,--,4/8/2004,96
4/8/2004,111,PM10,4/9/2004,174
4/9/2004,145,PM10,4/10/2004,134
4/10/2004,193,PM10,4/11/2004,128
4/11/2004,131,PM10,4/12/2004,120
4/12/2004,131,PM10,4/13/2004,95
4/13/2004,108,PM10,4/14/2004,75
4/14/2004,95,PM10,4/15/2004,132
4/15/2004,141,PM10,4/16/2004,97
4/16/2004,186,PM10,4/17/2004,78
4/17/2004,156,PM10,4/18/2004,134
4/18/2004,260,PM10,4/19/2004,93
4/19/2004,138,PM10,4/20/2004,87
4/20/2004,133,PM10,4/21/2004,129
4/21/2004,107,PM10,4/22/2004,98
4/22/2004,143,PM10,4/23/2004,163
4/23/2004,61,PM10,4/24/2004,97
4/24/2004,109,PM10,4/25/2004,126
4/25/2004,151,PM10,4/26/2004,89
4/26/2004,63,PM10,4/27/2004,82
4/27/2004,63,PM10,4/28/2004,97
4/28/2004,79,PM10,4/29/2004,96
4/29/2004,138,PM10,4/30/2004,96
4/30/2004,47,--,5/1/2004,90
5/1/2004,67,PM10,5/2/2004,83
5/2/2004,84,PM10,5/3/2004,81
5/3/2004,95,PM10,5/4/2004,119
5/4/2004,73,PM10,5/5/2004,81
5/5/2004,89,PM10,5/6/2004,313
5/6/2004,91,PM10,5/7/2004,100
5/7/2004,152,PM10,5/8/2004,106
5/8/2004,189,PM10,5/9/2004,97
5/9/2004,92,PM10,5/10/2004,81
5/10/2004,97,PM10,5/11/2004,99
5/11/2004,107,PM10,5/12/2004,80
5/12/2004,81,PM10,5/13/2004,60
5/13/2004,89,PM10,5/14/2004,79
5/14/2004,93,PM10,5/15/2004,88
5/15/2004,92,PM10,5/16/2004,86
5/16/2004,50,--,5/17/2004,68
5/17/2004,61,PM10,5/18/2004,79
5/18/2004,66,PM10,5/19/2004,88
5/19/2004,77,PM10,5/20/2004,190
5/20/2004,59,PM10,5/21/2004,69
5/21/2004,56,PM10,5/22/2004,54
5/22/2004,65,PM10,5/23/2004,74
5/23/2004,86,PM10,5/24/2004,93
5/24/2004,134,PM10,5/25/2004,100
5/25/2004,141,PM10,5/26/2004,93
5/26/2004,30,--,5/27/2004,77
5/27/2004,83,PM10,5/28/2004,70
5/28/2004,111,PM10,5/29/2004,88
5/29/2004,56,PM10,5/30/2004,78
5/30/2004,66,PM10,5/31/2004,85
5/31/2004,56,PM10,6/1/2004,96
6/1/2004,100,PM10,6/2/2004,91
6/2/2004,109,PM10,6/3/2004,88
6/3/2004,118,PM10,6/4/2004,86
6/4/2004,107,PM10,6/5/2004,99
6/5/2004,74,PM10,6/6/2004,118
6/6/2004,58,PM10,6/7/2004,89
6/7/2004,88,PM10,6/8/2004,85
6/8/2004,100,PM10,6/9/2004,120
6/9/2004,109,PM10,6/10/2004,120
6/10/2004,125,PM10,6/11/2004,122
6/11/2004,114,PM10,6/12/2004,89
6/12/2004,110,PM10,6/13/2004,95
6/13/2004,118,PM10,6/14/2004,99
6/14/2004,135,PM10,6/15/2004,94
6/15/2004,147,PM10,6/16/2004,94
6/16/2004,99,PM10,6/17/2004,77
6/17/2004,29,--,6/18/2004,62
6/18/2004,75,PM10,6/19/2004,70
6/19/2004,73,PM10,6/20/2004,73
6/20/2004,97,PM10,6/21/2004,84
6/21/2004,102,PM10,6/22/2004,82
6/22/2004,93,PM10,6/23/2004,95
6/23/2004,78,PM10,6/24/2004,86
6/24/2004,58,PM10,6/25/2004,94
6/25/2004,61,PM10,6/26/2004,75
6/26/2004,100,PM10,6/27/2004,92
6/27/2004,106,PM10,6/28/2004,99
6/28/2004,139,PM10,6/29/2004,78
6/29/2004,152,PM10,6/30/2004,71
6/30/2004,49,--,7/1/2004,63
7/1/2004,46,--,7/2/2004,82
7/2/2004,85,PM10,7/3/2004,81
7/3/2004,97,PM10,7/4/2004,94
7/4/2004,58,PM10,7/5/2004,75
7/5/2004,56,PM10,7/6/2004,73
7/6/2004,59,PM10,7/7/2004,100
7/7/2004,74,PM10,7/8/2004,88
7/8/2004,63,PM10,7/9/2004,80
7/9/2004,59,PM10,7/10/2004,85
7/10/2004,91,PM10,7/11/2004,94
7/11/2004,70,PM10,7/12/2004,93
7/12/2004,53,PM10,7/13/2004,81
7/13/2004,55,PM10,7/14/2004,77
7/14/2004,67,PM10,7/15/2004,81
7/15/2004,97,PM10,7/16/2004,92
7/16/2004,123,PM10,7/17/2004,94
7/17/2004,118,PM10,7/18/2004,97
7/18/2004,100,PM10,7/19/2004,65
7/19/2004,80,PM10,7/20/2004,97
7/20/2004,135,PM10,7/21/2004,99
7/21/2004,67,PM10,7/22/2004,97
7/22/2004,70,PM10,7/23/2004,90
7/23/2004,105,PM10,7/24/2004,72
7/24/2004,55,PM10,7/25/2004,63
7/25/2004,78,PM10,7/26/2004,98
7/26/2004,78,PM10,7/27/2004,87
7/27/2004,59,PM10,7/28/2004,99
7/28/2004,111,PM10,7/29/2004,98
7/29/2004,78,PM10,7/30/2004,53
7/30/2004,30,--,7/31/2004,63
7/31/2004,78,PM10,8/1/2004,91
8/1/2004,91,PM10,8/2/2004,98
8/2/2004,119,PM10,8/3/2004,96
8/3/2004,95,PM10,8/4/2004,54
8/4/2004,73,PM10,8/5/2004,64
8/5/2004,76,PM10,8/6/2004,88
8/6/2004,89,PM10,8/7/2004,71
8/7/2004,117,PM10,8/8/2004,95
8/8/2004,145,PM10,8/9/2004,99
8/9/2004,143,PM10,8/10/2004,98
8/10/2004,84,PM10,8/11/2004,88
8/11/2004,84,PM10,8/12/2004,56
8/12/2004,51,PM10,8/13/2004,48
8/13/2004,31,--,8/14/2004,92
8/14/2004,83,PM10,8/15/2004,98
8/15/2004,76,PM10,8/16/2004,90
8/16/2004,51,PM10,8/17/2004,89
8/17/2004,67,PM10,8/18/2004,97
8/18/2004,75,PM10,8/19/2004,71
8/19/2004,68,PM10,8/20/2004,81
8/20/2004,80,PM10,8/21/2004,86
8/21/2004,99,PM10,8/22/2004,94
8/22/2004,70,PM10,8/23/2004,97
8/23/2004,60,PM10,8/24/2004,92
8/24/2004,105,PM10,8/25/2004,98
8/25/2004,122,PM10,8/26/2004,94
8/26/2004,100,PM10,8/27/2004,91
8/27/2004,125,PM10,8/28/2004,71
8/28/2004,70,PM10,8/29/2004,40
8/29/2004,57,PM10,8/30/2004,81
8/30/2004,79,PM10,8/31/2004,71
8/31/2004,68,PM10,9/1/2004,70
9/1/2004,61,PM10,9/2/2004,65
9/2/2004,67,PM10,9/3/2004,84
9/3/2004,77,PM10,9/4/2004,84
9/4/2004,64,PM10,9/5/2004,83
9/5/2004,96,PM10,9/6/2004,90
9/6/2004,101,PM10,9/7/2004,62
9/7/2004,24,--,9/8/2004,84
9/8/2004,61,PM10,9/9/2004,73
9/9/2004,80,PM10,9/10/2004,81
9/10/2004,85,PM10,9/11/2004,93
9/11/2004,88,PM10,9/12/2004,91
9/12/2004,95,PM10,9/13/2004,68
9/13/2004,101,PM10,9/14/2004,89
9/14/2004,140,PM10,9/15/2004,67
9/15/2004,34,--,9/16/2004,62
9/16/2004,81,PM10,9/17/2004,74
9/17/2004,89,PM10,9/18/2004,74
9/18/2004,86,PM10,9/19/2004,85
9/19/2004,71,PM10,9/20/2004,84
9/20/2004,94,PM10,9/21/2004,62
9/21/2004,40,--,9/22/2004,86
9/22/2004,84,PM10,9/23/2004,85
9/23/2004,122,PM10,9/24/2004,94
9/24/2004,197,PM10,9/25/2004,88
9/25/2004,179,PM10,9/26/2004,82
9/26/2004,111,PM10,9/27/2004,97
9/27/2004,114,PM10,9/28/2004,95
9/28/2004,100,PM10,9/29/2004,93
9/29/2004,134,PM10,9/30/2004,99
9/30/2004,141,PM10,10/1/2004,48
10/1/2004,17,--,10/2/2004,56
10/2/2004,59,PM10,10/3/2004,75
10/3/2004,83,PM10,10/4/2004,75
10/4/2004,118,PM10,10/5/2004,99
10/5/2004,153,PM10,10/6/2004,98
10/6/2004,166,PM10,10/7/2004,97
10/7/2004,325,PM10,10/8/2004,95
10/8/2004,402,PM10,10/9/2004,96
10/9/2004,263,PM10,10/10/2004,95
10/10/2004,374,PM10,10/11/2004,94
10/11/2004,127,PM10,10/12/2004,74
10/12/2004,37,--,10/13/2004,75
10/13/2004,62,PM10,10/14/2004,83
10/14/2004,67,PM10,10/15/2004,85
10/15/2004,99,PM10,10/16/2004,91
10/16/2004,116,PM10,10/17/2004,90
10/17/2004,110,PM10,10/18/2004,97
10/18/2004,126,PM10,10/19/2004,86
10/19/2004,149,PM10,10/20/2004,92
10/20/2004,110,PM10,10/21/2004,93
10/21/2004,56,PM10,10/22/2004,91
10/22/2004,59,PM10,10/23/2004,87
10/23/2004,97,PM10,10/24/2004,75
10/24/2004,146,PM10,10/25/2004,73
10/25/2004,142,PM10,10/26/2004,82
10/26/2004,34,--,10/27/2004,89
10/27/2004,79,PM10,10/28/2004,77
10/28/2004,154,PM10,10/29/2004,92
10/29/2004,191,PM10,10/30/2004,89
10/30/2004,219,PM10,10/31/2004,99
10/31/2004,157,PM10,11/1/2004,95
11/1/2004,35,--,11/2/2004,35
11/2/2004,39,--,11/3/2004,58
11/3/2004,124,PM10,11/4/2004,89
11/4/2004,164,PM10,11/5/2004,65
11/5/2004,56,PM10,11/6/2004,90
11/6/2004,92,PM10,11/7/2004,77
11/7/2004,133,PM10,11/8/2004,67
11/8/2004,173,PM10,11/9/2004,97
11/9/2004,86,PM10,11/10/2004,79
11/10/2004,77,PM10,11/11/2004,48
11/11/2004,62,PM10,11/12/2004,42
11/12/2004,45,--,11/13/2004,63
11/13/2004,93,PM10,11/14/2004,88
11/14/2004,160,PM10,11/15/2004,74
11/15/2004,54,PM10,11/16/2004,105
11/16/2004,67,PM10,11/17/2004,122
11/17/2004,65,PM10,11/18/2004,117
11/18/2004,99,PM10,11/19/2004,159
11/19/2004,97,PM10,11/20/2004,82
11/20/2004,47,--,11/21/2004,95
11/21/2004,93,PM10,11/22/2004,140
11/22/2004,165,PM10,11/23/2004,98
11/23/2004,156,PM10,11/24/2004,73
11/24/2004,89,PM10,11/25/2004,64
11/25/2004,41,--,11/26/2004,61
11/26/2004,53,PM10,11/27/2004,98
11/27/2004,89,PM10,11/28/2004,188
11/28/2004,99,PM10,11/29/2004,76
11/29/2004,81,PM10,11/30/2004,118
11/30/2004,139,PM10,12/1/2004,112
12/1/2004,275,PM10,12/2/2004,285
12/2/2004,270,PM10,12/3/2004,122
12/3/2004,330,PM10,12/4/2004,77
12/4/2004,97,PM10,12/5/2004,55
12/5/2004,37,--,12/6/2004,72
12/6/2004,97,PM10,12/7/2004,106
12/7/2004,89,PM10,12/8/2004,134
12/8/2004,170,PM10,12/9/2004,118
12/9/2004,248,PM10,12/10/2004,78
12/10/2004,97,PM10,12/11/2004,99
12/11/2004,181,PM10,12/12/2004,99
12/12/2004,123,PM10,12/13/2004,83
12/13/2004,89,PM10,12/14/2004,78
12/14/2004,198,PM10,12/15/2004,110
12/15/2004,305,PM10,12/16/2004,115
12/16/2004,86,PM10,12/17/2004,99
12/17/2004,92,PM10,12/18/2004,98
12/18/2004,143,PM10,12/19/2004,167
12/19/2004,82,PM10,12/20/2004,72
12/20/2004,23,--,12/21/2004,154
12/21/2004,81,SO2,12/22/2004,97
12/22/2004,88,PM10,12/23/2004,135
12/23/2004,75,SO2,12/24/2004,99
12/24/2004,99,SO2,12/25/2004,174
12/25/2004,150,PM10,12/26/2004,192
12/26/2004,97,PM10,12/27/2004,100
12/27/2004,44,--,12/28/2004,97
12/28/2004,49,--,12/29/2004,97
12/29/2004,61,SO2,12/30/2004,114
12/30/2004,80,SO2,12/31/2004,95
12/31/2004,45,--,1/1/2005,108
1/1/2005,63,SO2,1/2/2005,76
1/2/2005,118,PM10,1/3/2005,61
1/3/2005,100,PM10,1/4/2005,56
1/4/2005,52,PM10,1/5/2005,79
1/5/2005,104,SO2,1/6/2005,58
1/6/2005,147,PM10,1/7/2005,75
1/7/2005,48,--,1/8/2005,77
1/8/2005,56,SO2,1/9/2005,60
1/9/2005,44,--,1/10/2005,78
1/10/2005,96,SO2,1/11/2005,79
1/11/2005,67,SO2,1/12/2005,73
1/12/2005,52,SO2,1/13/2005,105
1/13/2005,83,SO2,1/14/2005,150
1/14/2005,65,SO2,1/15/2005,81
1/15/2005,67,SO2,1/16/2005,95
1/16/2005,87,SO2,1/17/2005,187
1/17/2005,111,PM10,1/18/2005,116
1/18/2005,47,--,1/19/2005,94
1/19/2005,55,SO2,1/20/2005,108
1/20/2005,57,SO2,1/21/2005,99
1/21/2005,85,SO2,1/22/2005,95
1/22/2005,119,PM10,1/23/2005,68
1/23/2005,174,PM10,1/24/2005,75
1/24/2005,143,PM10,1/25/2005,57
1/25/2005,95,PM10,1/26/2005,84
1/26/2005,115,PM10,1/27/2005,115
1/27/2005,173,PM10,1/28/2005,93
1/28/2005,163,PM10,1/29/2005,62
1/29/2005,95,PM10,1/30/2005,60
1/30/2005,50,--,1/31/2005,61
1/31/2005,69,PM10,2/1/2005,36
2/1/2005,69,PM10,2/2/2005,55
2/2/2005,47,--,2/3/2005,82
2/3/2005,96,SO2,2/4/2005,89
2/4/2005,79,SO2,2/5/2005,79
2/5/2005,46,--,2/6/2005,75
2/6/2005,68,SO2,2/7/2005,60
2/7/2005,71,PM10,2/9/2005,71
2/9/2005,84,PM10,2/10/2005,40
2/10/2005,38,--,2/11/2005,66
2/11/2005,71,SO2,2/12/2005,94
2/12/2005,102,SO2,2/13/2005,147
2/13/2005,122,PM10,2/14/2005,127
2/14/2005,153,PM10,2/15/2005,94
2/15/2005,150,PM10,2/16/2005,54
2/16/2005,69,PM10,2/17/2005,59
2/17/2005,105,PM10,2/18/2005,59
2/18/2005,60,SO2,2/19/2005,47
2/19/2005,42,--,2/20/2005,51
2/20/2005,47,--,2/21/2005,80
2/21/2005,87,SO2,2/22/2005,80
2/22/2005,102,SO2,2/23/2005,69
2/23/2005,30,--,2/24/2005,110
2/24/2005,55,PM10,2/25/2005,65
2/25/2005,46,--,2/26/2005,83
2/26/2005,64,SO2,2/27/2005,89
2/27/2005,95,SO2,2/28/2005,62
2/28/2005,61,SO2,3/1/2005,88
3/1/2005,64,SO2,3/2/2005,68
3/2/2005,74,SO2,3/3/2005,87
3/3/2005,57,SO2,3/4/2005,64
3/4/2005,46,--,3/5/2005,86
3/5/2005,58,SO2,3/6/2005,77
3/6/2005,114,PM10,3/7/2005,111
3/7/2005,108,PM10,3/8/2005,66
3/8/2005,82,PM10,3/9/2005,66
3/9/2005,80,SO2,3/10/2005,83
3/10/2005,110,PM10,3/11/2005,63
3/11/2005,67,PM10,3/12/2005,52
3/12/2005,59,PM10,3/13/2005,70
3/13/2005,36,--,3/14/2005,79
3/14/2005,69,PM10,3/15/2005,83
3/15/2005,99,PM10,3/16/2005,108
3/16/2005,120,PM10,3/17/2005,84
3/17/2005,109,PM10,3/18/2005,99
3/18/2005,52,PM10,3/19/2005,81
3/19/2005,96,PM10,3/20/2005,120
3/20/2005,119,PM10,3/21/2005,93
3/21/2005,94,PM10,3/22/2005,117
3/22/2005,151,PM10,3/23/2005,62
3/23/2005,90,PM10,3/24/2005,55
3/24/2005,63,PM10,3/25/2005,64
3/25/2005,99,PM10,3/26/2005,109
3/26/2005,133,PM10,3/27/2005,159
3/27/2005,161,PM10,3/28/2005,108
3/28/2005,141,PM10,3/29/2005,118
3/29/2005,48,--,3/30/2005,83
3/30/2005,122,PM10,3/31/2005,85
3/31/2005,113,PM10,4/1/2005,89
4/1/2005,83,PM10,4/2/2005,134
4/2/2005,82,PM10,4/3/2005,93
4/3/2005,82,PM10,4/4/2005,98
4/4/2005,116,PM10,4/5/2005,137
4/5/2005,332,PM10,4/6/2005,108
4/6/2005,352,PM10,4/7/2005,90
4/7/2005,156,PM10,4/8/2005,132
4/8/2005,100,PM10,4/9/2005,68
4/9/2005,64,PM10,4/10/2005,91
4/10/2005,64,PM10,4/11/2005,92
